puntaje	puntaje_centrada	resultado_promedio	resultado_mat	resultado_lect	pct_bl	tam_curso	prom_exp_doc	n_doc_ft	cohorte	tratamiento
108	8	0,419546247	0,310507498	0,528584978	3,549999952				2011	0
108	8	-0,262457281	-0,4384633	-0,086451289	5,809999943				2010	0
108	8	-0,251282364	-0,108595305	-0,393969423	5				2011	0
108	8	-0,266304582	-0,319550399	-0,213058755	8,079999924				2010	0
108	8	0,521486998	0,570792396	0,472181652	7,820000172				2011	0
108	8	0,789760768	0,771320053	0,808201467	11,03999996				2010	0
108	8	0,85892266	0,894042979	0,823802387	9,140000343				2011	0
108	8	1,152624011	1,503647055	0,801601078	2,039999962				2010	0
108	8	1,691808581	2,205493853	1,17812328	2,279999971				2011	0
109	9	-0,495435506	-0,488595214	-0,502275809	27,35000038	25,38888931	7,599999905	18	2006	0
109	9	-0,507068455	-0,513661171	-0,500475703	28,29000092	24,94444466	7,949999809	18	2005	0
109	9	-1,150507212	-1,36951321	-0,93150112	0,270000011	24,86666679	11,27272701	15	2008	0
109	9	0,230369493	0,181768742	0,278970259	9,68999958	24,03278732	10,44999981	30,5	2008	0
109	9	0,782792091	0,670120429	0,895463755	2,670000076	22,96774101	13,85714245	31	2006	0
109	9	-0,887392044	-0,670072743	-1,104711334	11,32999992	22,77419281	17,02857208	31	2006	0
109	9	-0,734084785	-0,904690101	-0,563479418	21,96999931	22,76000023	8,851851463	25	2007	0
109	9	-0,816802323	-0,681302292	-0,952302347	12,90999985	22,46666718	15,9117651	30	2005	0
109	9	0,568479776	0,400076518	0,736882976	4,940000057	22,3928566	15,5625	28,00000003	2007	0
109	9	1,629860282	1,609926713	1,649793951	2,480000019	22,37037086	16,09677505	27	2009	0
109	9	1,148313999	1,059144083	1,237483924	28,03000069	21,72727203	17,2857151	33	2009	0
109	9	0,466038913	0,321202306	0,610875545	4,480000019	21,56666756	14,55882359	30,00000003	2006	0
109	9	1,284694552	1,422767567	1,146621423	2,400000095	21,51724052	14,25714302	29	2008	0
109	9	0,598049223	0,53790586	0,658192621	10,69999981	21,51515198	11,48717976	33	2009	0
109	9	1,009618878	1,191492336	0,827745476	1,75	21,4375	13,11111069	32	2007	0
109	9	0,122287959	0,278824128	-0,034248211	11,15999985	21,25714302	10,52499962	35	2007	0
109	9	-0,448826492	-0,605903893	-0,291749109	0,430000007	21,04545403	13,96428585	22	2006	0
109	9	1,030712843	0,708220683	1,353205033	3,400000095	21,04065132	16,79999924	30,75000003	2009	0
109	9	0,273183793	0,657420344	-0,11105274	2,539999962	21	11,23529434	15	2009	0
109	9	0,304326385	0,033779332	0,574873422	3,049999952	20,87878799	14,29729748	33	2005	0
109	9	0,27591601	0,760090504	-0,208258472	2,589999914	20,87837791	9,5	14,80000001	2008	0
109	9	-0,053936273	-0,198431695	0,090559149	7,96999979	20,83746338	13,62222195	40,36000001	2005	0
